scenario_id,league_nights_per_week,events_per_month,retention_utilization_uplift,membership_active_members,membership_discount_pct,cash_after_debt,dscr,required_utilization_multiplier_for_cash_break_even
S12_BASE_PLUS_PROGRAMS2,0,6,0.07,50,0.15,-9272.475161061002,0,1.1182908549974842
S12_BASE_PLUS_PROGRAMS2,0,6,0.07,150,0.0,-7613.855539545466,0,1.0951188535552197
S12_BASE_PLUS_PROGRAMS2,0,6,0.07,150,0.05,-7760.475161061002,0,1.0971284624797162
S12_BASE_PLUS_PROGRAMS2,0,6,0.07,150,0.1,-7907.094782576509,0,1.0991454604699424
S12_BASE_PLUS_PROGRAMS2,0,6,0.07,150,0.15,-8053.71440409203,0,1.1011698883538819
S12_BASE_PLUS_PROGRAMS2,0,6,0.07,300,0.0,-5345.855539545466,0.24877233505895976,1.064944903687398
S12_BASE_PLUS_PROGRAMS2,0,6,0.07,300,0.05,-5639.094782576509,0.20756481828606568,1.068752290546667
S12_BASE_PLUS_PROGRAMS2,0,6,0.07,300,0.1,-5932.334025607552,0.1663573015131716,1.0725869993966608
S12_BASE_PLUS_PROGRAMS2,0,6,0.07,300,0.15,-6225.573268638565,0.1251497847402816,1.0764493253922756
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,0,0.0,-12050.176721104353,0,1.1583513873562208
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,0,0.05,-12050.176721104353,0,1.1583513873562208
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,0,0.1,-12050.176721104353,0,1.1583513873562208
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,0,0.15,-12050.176721104353,0,1.1583513873562208
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,50,0.0,-11294.176721104353,0,1.1469568335019598
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,50,0.05,-11342.931002181815,0,1.1476848993016915
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,50,0.1,-11391.685283259261,0,1.148413890012442
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,50,0.15,-11440.439564336708,0,1.1491438073977969
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,150,0.0,-9782.176721104353,0,1.1248272706557811
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,150,0.05,-9928.439564336708,0,1.1269305896780468
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,150,0.1,-10074.702407569048,0,1.1290417894458917
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,150,0.15,-10220.965250801402,0,1.1311609143339825
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,300,0.0,-7514.176721104353,0,1.0931890328021163
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,300,0.05,-7806.702407569048,0,1.0971693811870316
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,300,0.1,-8099.228094033757,0,1.101178820734168
S12_BASE_PLUS_PROGRAMS2,0,8,0.0,300,0.15,-8391.753780498451,0,1.1052176715410287
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,0,0.0,-10421.055480184825,0,1.1340728337556403
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,0,0.05,-10421.055480184825,0,1.1340728337556403
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,0,0.1,-10421.055480184825,0,1.1340728337556403
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,0,0.15,-10421.055480184825,0,1.1340728337556403
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,50,0.0,-9665.055480184825,0,1.1231486719516266
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,50,0.05,-9713.830079886544,0,1.1238471074866467
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,50,0.1,-9762.604679588292,0,1.1245464122133355
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,50,0.15,-9811.379279290011,0,1.1252465877552442
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,150,0.0,-8153.055480184825,0,1.1019197883998348
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,150,0.05,-8299.379279290011,0,1.1039390760562269
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,150,0.1,-8445.703078395198,0,1.1059657780608014
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,150,0.15,-8592.02687750037,0,1.1079999353242729
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,300,0.0,-5885.055480184825,0.17300113074069012,1.071539672875496
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,300,0.05,-6177.703078395198,0.13187675500178367,1.075365253440074
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,300,0.1,-6470.350676605571,0.09075237926287721,1.079218247835305
S12_BASE_PLUS_PROGRAMS2,0,8,0.03,300,0.15,-6762.998274815944,0.04962800352397075,1.08309895178903
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,0,0.0,-9334.974652905139,0,1.118444748829573
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,0,0.05,-9334.974652905139,0,1.118444748829573
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,0,0.1,-9334.974652905139,0,1.118444748829573
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,0,0.15,-9334.974652905139,0,1.118444748829573
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,50,0.0,-8578.974652905139,0,1.1078181826140052
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,50,0.05,-8627.762338917708,0,1.10849785824782
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,50,0.1,-8676.550024930262,0,1.109178368391435
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,50,0.15,-8725.337710942817,0,1.1098597145827183
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,150,0.0,-7066.974652905139,0.00691164820536125,1.0871595440994972
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,150,0.05,-7213.337710942817,0,1.0891255773040027
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,150,0.1,-7359.700768980523,0,1.091098734190179
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,150,0.15,-7506.06382701823,0,1.0930790535459858
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,300,0.0,-4798.974652905139,0.3256229062037666,1.057576937500352
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,300,0.05,-5091.700768980523,0.28448749672256163,1.0613042988620207
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,300,0.1,-5384.4268850559365,0.24335208724135252,1.0650580268381191
S12_BASE_PLUS_PROGRAMS2,0,8,0.05,300,0.15,-5677.153001131306,0.20221667776014957,1.0688384021899673
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,0,0.0,-8248.893825625468,0,1.1032415344667763
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,0,0.05,-8248.893825625468,0,1.1032415344667763
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,0,0.1,-8248.893825625468,0,1.1032415344667763
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,0,0.15,-8248.893825625468,0,1.1032415344667763
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,50,0.0,-7492.893825625468,0,1.092900566715481
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,50,0.05,-7541.694247617319,0,1.0935622282127206
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,50,0.1,-7590.494669609156,0,1.0942246913586378
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,50,0.15,-7639.295091601007,0,1.0948879576109947
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,150,0.0,-5980.893825625468,0.15953342366843568,1.072789500761702
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,150,0.05,-6127.295091601007,0.13896034974796692,1.0747043583945812
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,150,0.1,-6273.696357576531,0.1183872758275002,1.0766260640367538
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,150,0.15,-6420.097623552056,0.09781420190703347,1.078554654489313
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,300,0.0,-3712.893825625468,0.47824468166684103,1.0439734053433212
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,300,0.05,-4005.696357576531,0.4370985338259055,1.047606280638324
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,300,0.1,-4298.49888952758,0.39595238598497207,1.0512645279774369
S12_BASE_PLUS_PROGRAMS2,0,8,0.07,300,0.15,-4591.301421478629,0.35480623814403867,1.054948414090066
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,0,0.0,-16804.56027934033,0,1.2401945380620516
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,0,0.05,-16804.56027934033,0,1.2401945380620516
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,0,0.1,-16804.56027934033,0,1.2401945380620516
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,0,0.15,-16804.56027934033,0,1.2401945380620516
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,50,0.0,-16048.560279340329,0,1.226936482028751
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,50,0.05,-16097.551228311137,0,1.227787046306954
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,50,0.1,-16146.54217728193,0,1.2286387906975467
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,50,0.15,-16195.533126252723,0,1.2294917176582485
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,150,0.0,-14536.560279340329,0,1.2012529644450216
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,150,0.05,-14683.533126252723,0,1.2037022352533011
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,150,0.1,-14830.505973165118,0,1.2061615142514521
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,150,0.15,-14977.478820077484,0,1.2086308629081328
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,300,0.0,-12268.560279340329,0,1.1646824381964846
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,300,0.05,-12562.505973165118,0,1.169296095036118
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,300,0.1,-12856.451666989864,0,1.1739464494057177
S12_BASE_PLUS_PROGRAMS2,1,0,0.0,300,0.15,-13150.397360814639,0,1.1786339408978053
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,0,0.0,-15175.43903842083,0,1.2119728954297226
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,0,0.05,-15175.43903842083,0,1.2119728954297226
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,0,0.1,-15175.43903842083,0,1.2119728954297226
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,0,0.15,-15175.43903842083,0,1.2119728954297226
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,50,0.0,-14419.43903842083,0,1.1993082889881002
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,50,0.05,-14468.446952750388,0,1.2001212474213296
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,50,0.1,-14517.454867079932,0,1.2009353087398138
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,50,0.15,-14566.462781409477,0,1.2017504751893904
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,150,0.0,-12907.43903842083,0,1.174756859906775
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,150,0.05,-13054.462781409477,0,1.1770999823192139
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,150,0.1,-13201.486524398124,0,1.1794524704060116
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,150,0.15,-13348.510267386771,0,1.181814380432802
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,300,0.0,-10639.43903842083,0,1.1397583164952714
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,300,0.05,-10933.48652439811,0,1.1441777836602969
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,300,0.1,-11227.534010375433,0,1.148631657628251
S12_BASE_PLUS_PROGRAMS2,1,0,0.03,300,0.15,-11521.5814963527,0,1.153120341769359
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,0,0.0,-14089.358211141143,0,1.1938613665232907
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,0,0.05,-14089.358211141143,0,1.1938613665232907
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,0,0.1,-14089.358211141143,0,1.1938613665232907
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,0,0.15,-14089.358211141143,0,1.1938613665232907
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,50,0.0,-13333.358211141143,0,1.1815705282462383
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,50,0.05,-13382.377014654301,0,1.1823597847446627
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,50,0.1,-13431.395818167459,0,1.1831500963509807
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,50,0.15,-13480.414621680631,0,1.18394146518237
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,150,0.0,-11821.358211141143,0,1.157732742215754
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,150,0.05,-11968.414621680631,0,1.1600088863170435
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,150,0.1,-12115.471032220104,0,1.1622939980108469
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,150,0.15,-12262.527442759607,0,1.164588130397786
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,300,0.0,-9553.358211141143,0,1.1237265376093295
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,300,0.05,-9847.471032220119,0,1.128023275038221
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,300,0.1,-10141.58385329908,0,1.132352997032165
S12_BASE_PLUS_PROGRAMS2,1,0,0.05,300,0.15,-10435.696674378056,0,1.1367160848712616
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,0,0.0,-13003.277383861472,0,1.1762831790247146
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,0,0.05,-13003.277383861472,0,1.1762831790247146
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,0,0.1,-13003.277383861472,0,1.1762831790247146
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,0,0.15,-13003.277383861472,0,1.1762831790247146
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,50,0.0,-12247.277383861472,0,1.1643498032504036
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,50,0.05,-12296.306757012184,0,1.165116379364409
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,50,0.1,-12345.336130162896,0,1.1658839655289635
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,50,0.15,-12394.365503313622,0,1.1666525637416663
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,150,0.0,-10735.277383861472,0,1.1411949900375338
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,150,0.05,-10882.365503313637,0,1.1434069866304553
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,150,0.1,-11029.453622765786,0,1.145627574974009
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,150,0.15,-11176.541742217922,0,1.1478568052232123
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,300,0.0,-8467.277383861472,0,1.1081395071864086
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,300,0.05,-8761.453622765786,0,1.1123185553070558
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,300,0.1,-9055.629861670071,0,1.1165292430449576
S12_BASE_PLUS_PROGRAMS2,1,0,0.07,300,0.15,-9349.806100574386,0,1.1207719310812874
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,0,0.0,-15171.59856542036,0,1.210472343380016
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,0,0.05,-15171.59856542036,0,1.210472343380016
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,0,0.1,-15171.59856542036,0,1.210472343380016
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,0,0.15,-15171.59856542036,0,1.210472343380016
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,50,0.0,-14415.59856542036,0,1.197908883001242
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,50,0.05,-14464.504282883825,0,1.1987137196022106
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,50,0.1,-14513.410000347305,0,1.1995196384181401
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,50,0.15,-14562.315717810785,0,1.2003266416332818
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,150,0.0,-12903.59856542036,0,1.1735484269443632
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,150,0.05,-13050.315717810785,0,1.1758687559985732
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,150,0.1,-13197.032870201196,0,1.1781982786964968
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,150,0.15,-13343.750022591621,0,1.180537049787395
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,300,0.0,-10635.598565420345,0,1.1388104648022537
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,300,0.05,-10929.032870201181,0,1.143188598714976
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,300,0.1,-11222.467174982032,0,1.1476005258404551
S12_BASE_PLUS_PROGRAMS2,1,2,0.0,300,0.15,-11515.901479762882,0,1.1520466389506774
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,0,0.0,-13542.477324500831,0,1.183719743685182
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,0,0.05,-13542.477324500831,0,1.183719743685182
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,0,0.1,-13542.477324500831,0,1.183719743685182
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,0,0.15,-13542.477324500831,0,1.183719743685182
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,50,0.0,-12786.477324500831,0,1.171702719172523
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,50,0.05,-12835.40132017213,0,1.1724730034455983
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,50,0.1,-12884.325315843444,0,1.17324430116376
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,50,0.15,-12933.249311514743,0,1.1740166143283737
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,150,0.0,-11274.477324500816,0,1.148386079004918
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,150,0.05,-11421.249311514743,0,1.1506087110576373
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,150,0.1,-11568.021298528625,0,1.1528399633350803
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,150,0.15,-11714.793285542537,0,1.1550798860835216
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,300,0.0,-9006.477324500816,0,1.1151006721797572
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,300,0.05,-9300.021298528625,0,1.1192996389048007
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,300,0.1,-9593.565272556434,0,1.1235303479909757
S12_BASE_PLUS_PROGRAMS2,1,2,0.03,300,0.15,-9887.109246584243,0,1.1277931607415848
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,0,0.0,-12456.39649722116,0,1.166532091690843
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,0,0.05,-12456.39649722116,0,1.166532091690843
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,0,0.1,-12456.39649722116,0,1.166532091690843
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,0,0.15,-12456.39649722116,0,1.166532091690843
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,50,0.0,-11700.39649722116,0,1.1548597882728853
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,50,0.05,-11749.332239387562,0,1.155608259135675
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,50,0.1,-11798.267981553965,0,1.156357700803662
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,50,0.15,-11847.203723720397,0,1.1571081151668483
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,150,0.0,-10188.39649722116,0,1.1322021904384048
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,150,0.05,-10335.203723720397,0,1.1343630787967798
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,150,0.1,-10482.010950219634,0,1.13653223134601
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,150,0.15,-10628.81817671887,0,1.1387096955857958
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,300,0.0,-7920.39649722116,0,1.0998351161001791
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,300,0.05,-8214.010950219634,0,1.1039206771265158
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,300,0.1,-8507.625403218108,0,1.10803670461998
S12_BASE_PLUS_PROGRAMS2,1,2,0.05,300,0.15,-8801.239856216596,0,1.1121835406435459
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,0,0.0,-11370.315669941489,0,1.1498364266426102
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,0,0.05,-11370.315669941489,0,1.1498364266426102
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,0,0.1,-11370.315669941489,0,1.1498364266426102
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,0,0.15,-11370.315669941489,0,1.1498364266426102
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,50,0.0,-10614.315669941489,0,1.1384942211518667
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,50,0.05,-10663.262824881638,0,1.1392217921685701
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,50,0.1,-10712.209979821773,0,1.1399502937092683
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,50,0.15,-10761.157134761937,0,1.1406797275602392
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,150,0.0,-9102.315669941489,0,1.1164681129719995
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,150,0.05,-9249.157134761937,0,1.118569794668753
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,150,0.1,-9395.998599582386,0,1.12067940385835
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,150,0.15,-9542.840064402835,0,1.122796985479012
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,300,0.0,-6834.3156699414885,0.03960610902766046,1.084981881614422
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,300,0.05,-7127.998599582386,0,1.0889585682378022
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,300,0.1,-7421.681529223299,0,1.0929645128824645
S12_BASE_PLUS_PROGRAMS2,1,2,0.07,300,0.15,-7715.364458864167,0,1.097000039634487
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,0,0.0,-13538.636851500347,0,1.182449475464959
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,0,0.05,-13538.636851500347,0,1.182449475464959
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,0,0.1,-13538.636851500347,0,1.182449475464959
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,0,0.15,-13538.636851500347,0,1.182449475464959
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,50,0.0,-12782.636851500347,0,1.1705241605152825
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,50,0.05,-12831.462867376778,0,1.1712870824665977
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,50,0.1,-12880.28888325321,0,1.1720509995780954
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,50,0.15,-12929.114899129656,0,1.1728159137981862
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,150,0.0,-11270.636851500347,0,1.1473808826389458
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,150,0.05,-11417.11489912967,0,1.1495828227614917
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,150,0.1,-11563.592946758965,0,1.1517932306267162
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,150,0.15,-11710.070994388288,0,1.154012155173826
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,300,0.0,-9002.636851500347,0,1.1143324753606068
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,300,0.05,-9295.592946758965,0,1.118493842278269
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,300,0.1,-9588.549042017597,0,1.1226864061429458
S12_BASE_PLUS_PROGRAMS2,1,4,0.0,300,0.15,-9881.50513727623,0,1.126910519090622
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,0,0.0,-11909.515610580833,0,1.1570472263004545
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,0,0.05,-11909.515610580833,0,1.1570472263004545
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,0,0.1,-11909.515610580833,0,1.1570472263004545
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,0,0.15,-11909.515610580833,0,1.1570472263004545
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,50,0.0,-11153.515610580833,0,1.1456263100490083
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,50,0.05,-11202.361016718953,0,1.1463574017100213
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,50,0.1,-11251.206422857073,0,1.1470894270722294
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,50,0.15,-11300.051828995207,0,1.1478223879254663
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,150,0.0,-9641.515610580833,0,1.123447780559476
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,150,0.05,-9788.051828995207,0,1.1255595740345117
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,150,0.1,-9934.588047409552,0,1.1276793217208314
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,150,0.15,-10081.124265823926,0,1.1298070686433337
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,300,0.0,-7373.515610580833,0,1.0917446534839927
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,300,0.05,-7666.588047409552,0,1.0957403157940206
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,300,0.1,-7959.660484238286,0,1.0997653328861268
S12_BASE_PLUS_PROGRAMS2,1,4,0.03,300,0.15,-8252.73292106702,0,1.103820029442487
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,0,0.0,-10823.434783301147,0,1.1407101764015326
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,0,0.05,-10823.434783301147,0,1.1407101764015326
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,0,0.1,-10823.434783301147,0,1.1407101764015326
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,0,0.15,-10823.434783301147,0,1.1407101764015326
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,50,0.0,-10067.434783301147,0,1.129607953565585
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,50,0.05,-10116.292665175968,0,1.130318918956806
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,50,0.1,-10165.150547050804,0,1.1310307798624855
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,50,0.15,-10214.008428925625,0,1.1317435379756415
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,150,0.0,-8555.434783301147,0,1.1080394583730773
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,150,0.05,-8702.008428925625,0,1.110094194394019
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,150,0.1,-8848.582074550073,0,1.1121565651318428
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,150,0.15,-8995.155720174565,0,1.1142266132178615
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,300,0.0,-6287.434783301147,0.11645668017246934,1.0771880571948649
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,300,0.05,-6580.582074550073,0.07526208494638019,1.0810786860847232
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,300,0.1,-6873.7293657990285,0.034067489720286954,1.084997521495458
S12_BASE_PLUS_PROGRAMS2,1,4,0.05,300,0.15,-7166.876657047969,0,1.088944871283082
S12_BASE_PLUS_PROGRAMS2,1,4,0.07,0,0.0,-9737.353956021461,0,1.1248280485683202
S12_BASE_PLUS_PROGRAMS2,1,4,0.07,0,0.05,-9737.353956021461,0,1.1248280485683202
